CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
LZ4BGTOGWM,2023-12-31,E-Logistics North America,"E-Logistics North America segment is in charge of the commercial and operational activities related to e-commerce logistics (fulfillment, handling and distribution, return management, customer service and value-added technology services) in North America and Australia and cross-border parcels and international mail in North America. Radial North-America and Landmark Global entities in North America are part of this business unit.",3108006001
LZ4BGTOGWM,2023-12-31,E-Logistics Eurasia,"E-Logistics Eurasia segment oversees the commercial and operational activities related to e-commerce logistics (fulfillment, handling, distribution and return management) and cross-border (inbound, outbound and import services) for parcels in Europe & Asia and for international mail worldwide. The business unit runs several operations centers across Europe. DynaGroup, Radial, Active Ants, Leen Menken and Landmark Global entities in Europe & Asia are part of this business unit.",3108006001
LZ4BGTOGWM,2023-12-31,Belgium,"Belgium segment oversees the commercial activities related to Transactional, Advertising mail, Press and Parcels and the operational activities of collecting, transporting, sorting and distributing of addressed and non-addressed mail, printed documents, newspapers, periodicals and parcels in Belgium. Furthermore Belgium offers Value added services including document management and related activities and offers proximity and convenience retail through its retail network in Belgium.",3108006001
RB2EDXDLJZ,2024-12-31,Supply chain solutions,"Supply chain solutions segment encompasses integrated technology and software solutions that are used to optimize supply chains. Manual and automated solutions are provided for all functions along customers’ supply chains, from goods inward and Multishuttle warehouse systems through to order picking. The Supply Chain Solutions segment comprises the Operating Unit KION SCS with the Dematic brand.",3111003004
EFWFV7FU3R,2023-12-31,Retail,"Retail segment is primarily leased to grocery stores, pharmacies, and other necessity-based tenants. Stability is attained through a strategic relationship and long-term leases with Loblaw.",1042006002
RB2EDXDLJZ,2024-12-31,Industrial trucks & services,"Industrial trucks & services segment encompasses forklift trucks, warehouse technology, and related services, including complementary financial services. It pursues a multi-brand strategy involving the three international brands Linde, STILL, and Baoli plus the regional brands Fenwick and OM.",3105001003
UXEHUYRVX5,2023-12-31,Lamps & Systems (L&S),"Lamps & Systems (L&S) segment comprises lamps and lighting systems focusing on the automotive, including traditional lighting technologies, and industrial end markets, and represents another reporting segment.",3107006099
UXEHUYRVX5,2023-12-31,Opto Semiconductors (OS),"Opto Semiconductors (OS) segment concentrate on semiconductor-based products and solutions (incl. LED) for the automotive, consumer, industrial, and medical technology market.",3113002001
UPUDXWMLZZ,2023-12-31,Plastic plywood,Plastic plywood production and sales of plywood.,1014001002
UPUDXWMLZZ,2023-12-31,Investment,"Investment is responsible for the management of the group's funds, so they are managed separately.",1031001002
UPUDXWMLZZ,2023-12-31,Solid Wood Board,Solid Wood Board segment is the production and sales of rubber solid wood panels.,1014001002
UPUDXWMLZZ,2023-12-31,Adhesive,Adhesive segment is engaged in the production and sales of agents.,1013002003
7YLT54J36W,2024-12-31,Registry Operations,Registry Operations segment delivers registry and information services on behalf of governments and private sector organizations.,3102001099
7YLT54J36W,2024-12-31,Services,Services segment delivers products and services that utilize public records and data to provide value to customers in the financial and legal sectors.,3102001099
7YLT54J36W,2024-12-31,Technology Solutions,"Technology Solutions segment provides the development, delivery and support of registry (and related) technology solutions.",3111002005
4ADMKAJC3C,2023-12-31,Office,"Office segment acquires, develops, leases and manages offices and spaces.",1041002001
B6JU3SA2VY,2022-05-31,Other revenue,Other revenue mainly related to royalty income.,3083002001
4ADMKAJC3C,2023-12-31,Mixed-use,"Mixed-use acquires, develops, leases and manages industrial spaces and corporate office.",1041002001
4ADMKAJC3C,2023-12-31,Residential,"Residential segment builds, acquires, develops and leases apartments.",1041002001
4ADMKAJC3C,2023-12-31,Other,"Other acquires, develops, leases and manages industrial spaces and corporate office.",1041002001
OKU4SYQ4J2,2023-12-31,Engage,Engage segment includes Marketing and Player Engagement.,3083002001
OKU4SYQ4J2,2023-12-31,Create,Create segment includes Game Development and Art Services.,3083002001
OKU4SYQ4J2,2023-12-31,Globalize,"Globalize segment includes Functional Testing, Localization Testing, Audio and Localization.",3083002001
USZPY2TDU5,2024-12-31,Maritime services,Maritime services segment is engaged in freight forwarding and maritime services to users of port services.,3108004008
USZPY2TDU5,2024-12-31,Other Segments,"Other Segments segments consist of the Group's secondary activities (maintenance, catering and similar activities, and investments in financial assets (deposits)).",3103001001
USZPY2TDU5,2024-12-31,Port services,"Port services segment consists of cargo handling (loading, unloading, transferring, refining and weighing of cargo)It is the parent company.",3108004003
USZPY2TDU5,2024-12-31,Trading Goods,Trading Goods segment is engaged in trade in materials and goods from the free zone of the Port of Ploce.,3092001001
HEOKAXMGNJ,2024-12-31,Phd Nutrition (PHD),Phd Nutrition (PHD) is one of the UK's leading active nutrition brands. The PhD brand is established internationally with a strong retail network across the globe which has enabled the Group to grow and develop the brand’s exceptional reputation.,2052504002
